sector,subsector,indicator_name,date,region_state,value,unit,frequency,source,notes
agriculture,foodgrains,Foodgrain production — Cereals,2014-03-01,All India,1066.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2015-03-01,All India,1054.8,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2016-03-01,All India,1044.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2017-03-01,All India,1096.98,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2018-03-01,All India,1127.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2019-03-01,All India,1164.8,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2020-03-01,All India,1188.7,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2021-03-01,All India,1243.68,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2022-03-01,All India,1294.71,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2023-03-01,All India,1357.55,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2024-03-01,All India,1378.25,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2025-03-01,All India,1501.84,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Cereals,2026-03-01,All India,1245.04,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1951-03-01,All India,84.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1952-03-01,All India,84.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1953-03-01,All India,91.9,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1954-03-01,All India,106.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1955-03-01,All India,109.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1956-03-01,All India,110.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1957-03-01,All India,115.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1958-03-01,All India,95.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1959-03-01,All India,131.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1960-03-01,All India,118.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1961-03-01,All India,127.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1962-03-01,All India,117.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1963-03-01,All India,115.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1964-03-01,All India,100.7,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1965-03-01,All India,124.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1966-03-01,All India,99.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1967-03-01,All India,83.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1968-03-01,All India,121.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1969-03-01,All India,104.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1970-03-01,All India,116.9,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1971-03-01,All India,118.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1972-03-01,All India,110.9,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1973-03-01,All India,99.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1974-03-01,All India,100.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1975-03-01,All India,100.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1976-03-01,All India,130.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1977-03-01,All India,113.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1978-03-01,All India,119.7,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1979-03-01,All India,121.8,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1980-03-01,All India,85.7,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1981-03-01,All India,106.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1982-03-01,All India,115.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1983-03-01,All India,118.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1984-03-01,All India,128.9,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1985-03-01,All India,119.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1986-03-01,All India,133.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1987-03-01,All India,117.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1988-03-01,All India,109.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1989-03-01,All India,138.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1990-03-01,All India,128.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1991-03-01,All India,142.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1992-03-01,All India,120.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1993-03-01,All India,128.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1994-03-01,All India,133.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1995-03-01,All India,140.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1996-03-01,All India,123.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1997-03-01,All India,142.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1998-03-01,All India,138.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,1999-03-01,All India,149.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2000-03-01,All India,134.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2001-03-01,All India,110.7,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2002-03-01,All India,133.7,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2003-03-01,All India,111.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2004-03-01,All India,149.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2005-03-01,All India,131.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2006-03-01,All India,133.8,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2007-03-01,All India,142.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2008-03-01,All India,147.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2009-03-01,All India,145.7,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2010-03-01,All India,146.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2011-03-01,All India,182.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2012-03-01,All India,170.9,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2013-03-01,All India,183.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2014-03-01,All India,192.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2015-03-01,All India,171.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2016-03-01,All India,163.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2017-03-01,All India,231.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2018-03-01,All India,254.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2019-03-01,All India,220.8,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2020-03-01,All India,230.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2021-03-01,All India,254.63,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2022-03-01,All India,273.02,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2023-03-01,All India,260.58,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2024-03-01,All India,242.46,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2025-03-01,All India,256.83,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,Foodgrain production — Pulses,2026-03-01,All India,74.13,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1951-03-01,All India,508.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1952-03-01,All India,519.9,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1953-03-01,All India,592.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1954-03-01,All India,698.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1955-03-01,All India,680.3,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1956-03-01,All India,668.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1957-03-01,All India,698.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1958-03-01,All India,643.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1959-03-01,All India,771.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1960-03-01,All India,766.7,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1961-03-01,All India,820.2,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1962-03-01,All India,827.1,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1963-03-01,All India,801.5,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1964-03-01,All India,806.4,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1965-03-01,All India,893.6,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1966-03-01,All India,724.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1967-03-01,All India,742.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1968-03-01,All India,951.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1969-03-01,All India,940.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1970-03-01,All India,995.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1971-03-01,All India,1084.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1972-03-01,All India,1052.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1973-03-01,All India,970.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1974-03-01,All India,1047.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1975-03-01,All India,998.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
