sector,subsector,indicator_name,date,region_state,value,unit,frequency,source,notes
prices,housing,House price index,2010-06-01,Chennai,102.731254249705,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-06-01,Delhi,100.721966276523,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-06-01,Jaipur,95.312153938016,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-06-01,Kanpur,91.735054350571,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-06-01,Kolkata,89.611742854129,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-06-01,Lucknow,77.879137780952,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-06-01,Mumbai,88.820870487804,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-06-01,All India,90.626706474878,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Ahmedabad,102.542630483707,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Bangalore,97.902562311559,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Chennai,109.501643212766,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Delhi,95.560697035579,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Jaipur,99.047963142297,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Kanpur,99.446162889106,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Kolkata,92.376464351186,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Lucknow,103.191572645676,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,Mumbai,98.671878461075,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-09-01,All India,99.717031597059,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Ahmedabad,101.990309768854,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Bangalore,97.935658488187,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Chennai,94.647710622995,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Delhi,92.10516823302,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Jaipur,103.574957552392,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Kanpur,103.686822384866,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Kolkata,113.849678801077,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Lucknow,106.617769127382,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,Mumbai,104.745752022526,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2010-12-01,All India,100.879902268232,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Ahmedabad,102.248380593449,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Bangalore,105.522082318234,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Chennai,93.119391914535,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Delhi,112.058101469233,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Jaipur,102.064925367295,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Kanpur,105.131960375457,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Kolkata,104.162113993608,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Lucknow,112.31152044599,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,Mumbai,107.761499028596,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-03-01,All India,108.776359659831,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Ahmedabad,121.296550908643,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Bangalore,110.679615302802,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Chennai,101.157996423367,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Delhi,126.819483612892,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Jaipur,106.272775009928,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Kanpur,104.676173192346,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Kolkata,120.865986427078,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Lucknow,103.030473892551,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,Mumbai,118.001952060347,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-06-01,All India,122.091899379462,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Ahmedabad,130.432881388632,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Bangalore,107.83392879311,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Chennai,110.366074613511,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Delhi,124.79857709159,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Jaipur,109.565380141635,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Kanpur,106.750183753528,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Kolkata,104.950787188201,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Lucknow,105.019951271479,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,Mumbai,123.083055537411,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-09-01,All India,131.417743002657,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Ahmedabad,137.117243746749,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Bangalore,138.595969855702,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Chennai,110.737445672815,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Delhi,136.740944764687,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Jaipur,108.256343156574,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Kanpur,108.541486251379,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Kolkata,103.051800030747,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Lucknow,103.157874097549,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,Mumbai,131.944909264532,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2011-12-01,All India,122.787799055711,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Ahmedabad,141.019725700592,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Bangalore,133.346996901322,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Chennai,108.16511021208,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Delhi,158.228663945772,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Jaipur,108.595924157054,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Kanpur,114.947185168034,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Kolkata,97.825285137321,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Lucknow,106.094788818139,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,Mumbai,129.440576860925,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-03-01,All India,143.495014025809,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Ahmedabad,140.755003847014,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Bangalore,133.327478075255,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Chennai,119.207724057846,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Delhi,177.29813120948,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Jaipur,113.383167204816,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Kanpur,114.407213223454,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Kolkata,98.821186646755,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Lucknow,135.211415891856,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,Mumbai,136.352393638224,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-06-01,All India,147.600937455,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Ahmedabad,146.388427763684,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Bangalore,136.579402427562,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Chennai,117.817860928035,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Delhi,183.174675086252,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Jaipur,117.357450298116,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Kanpur,106.032524792417,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Kolkata,127.508787612825,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Lucknow,149.077140227861,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,Mumbai,156.595482252564,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-09-01,All India,148.064184201313,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Ahmedabad,150.637833753518,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Bangalore,141.175490592049,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Chennai,137.554110368986,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Delhi,200.70354115689,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Jaipur,118.930366196616,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Kanpur,92.831620101916,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Kolkata,136.450543338773,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Lucknow,162.507541300652,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,Mumbai,169.250034444999,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2012-12-01,All India,158.948005491001,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Ahmedabad,155.005510328137,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Bangalore,141.93559550841,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Chennai,137.430064210373,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Delhi,213.105559000595,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Jaipur,129.374972468947,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Kanpur,90.869090643561,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Kolkata,124.201190512486,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Lucknow,169.40634474607,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,Mumbai,166.174440116093,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-03-01,All India,159.526678349764,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Ahmedabad,161.939423991298,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Bangalore,142.266365501558,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Chennai,138.262897492615,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Delhi,214.79292130117,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Jaipur,129.374972468947,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Kanpur,82.368580742936,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Kolkata,127.032028499752,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Lucknow,171.805694624143,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,Mumbai,173.924629478224,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-06-01,All India,159.975322732381,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Ahmedabad,171.696803773157,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Bangalore,150.373376948106,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Chennai,149.975688370069,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Delhi,215.743205493485,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Jaipur,128.01540381647,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Kanpur,92.027102170737,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Kolkata,161.579702975752,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Lucknow,173.542470145863,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,Mumbai,186.6658464202,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-09-01,All India,169.187185843718,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Ahmedabad,172.645067916865,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Bangalore,169.256843075755,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Chennai,174.27616103553,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Delhi,211.073738266986,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Jaipur,127.296565465431,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Kanpur,81.630455707108,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Kolkata,189.355675676627,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Lucknow,168.193157412986,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,Mumbai,203.552536647662,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2013-12-01,All India,166.5021282221,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Ahmedabad,169.374224265849,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Bangalore,184.285621410149,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Chennai,179.266495129578,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Delhi,229.292315907176,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Jaipur,119.96545868872,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Kanpur,78.352653588996,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Kolkata,166.221603291706,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Lucknow,169.780931738413,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,Mumbai,212.483680065407,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-03-01,All India,175.449163519172,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Ahmedabad,173.0,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Bangalore,180.4,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Chennai,179.2,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Delhi,241.7,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Jaipur,120.6,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Kanpur,99.4,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Kolkata,166.9,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Lucknow,194.0,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,Mumbai,223.3,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-06-01,All India,183.209679568574,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Ahmedabad,183.2,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Bangalore,174.6,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Chennai,172.8,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Delhi,251.0,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Jaipur,131.7,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Kanpur,101.8,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Kolkata,184.2,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Lucknow,209.3,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,Mumbai,238.7,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-09-01,All India,185.925884859084,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-12-01,Ahmedabad,187.691520045964,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-12-01,Bangalore,183.081870365534,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-12-01,Chennai,187.336274800678,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-12-01,Delhi,273.209309361771,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-12-01,Jaipur,143.576200453209,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-12-01,Kanpur,106.972009678697,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
prices,housing,House price index,2014-12-01,Kolkata,180.935117964054,index (base 2008-09=100),quarterly,House Price Index Publication.xlsx,
